Título del vídeo,Visualizaciones,Porcentaje de clics de las impresiones (%),Med Juego Compartido,Med Horas vistas Juego,Med Impresiones Juego,Med porcentaje clicks Impresiones Juego,Med Visualizaciones Juego,Med Suscriptores Juego,Med Visualizaciones Año,Visualizaciones necesarias para suscribirse al canal,Visualizaciones necesarias para compartir el video
Garen gameplay 4/5,37,1.11,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
COALICIÓN HISPÁNICA #19 - ESPECIAL Germán el Emperador - EUIV,68,2.0,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
34ª Partida League of Legends - Nautilus Top CC,32,1.43,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Napoleón TW España 29 - Marchando sobre media Europa,68,1.1,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Sorteo de 2 Claves del Imperivm III v1.50 BETA para Steam,1094,6.81,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,421.21875,47.56521739130435,136.75
Easy win LoL 14,198,0.66,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,14.142857142857142
LoL 67 PARTIDA BLUE CON MONTZYZZ + REGALO Y 1VS1 (36:23),27,0.63,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Partidaza con Thresh LoL 26,35,2.07,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Que le j**** - LoL in 2015,82,2.69,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,41.0
LoL Clash Semifinals & Finals - Bilgewater Cup Day 2,45,2.92,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,0.0,0.0
Naval Action ep. 19 Port Battle Corrientes,304,8.27,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,88.5,304.0,60.8
Official Team Gainz Two - Worlds Cup Day 4,29,0.93,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,29.0
Naval Action ep. 18 Naval battle Manataca,360,5.31,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,88.5,-360.0,120.0
STAR WARS BATTLEFRONT #6 - BATALLA DE JAKKU,33,0.0,0.5714285714285714,1.499385714285714,934.1428571428572,0.8171428571428571,50.0,-0.1428571428571428,1145.3,0.0,0.0
1ª batalla Napoleón Total War,32,1.12,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,1145.3,0.0,8.0
LoL Highlights Today ep. 18 - Duo bot ft. Mbaka,316,2.13,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,0.0
¿Hasta donde llegarías por Roma? #7 - Pactos de no agresión (35:20),32,0.6,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Esparta #30 - Batalla de Oasis y aguante de Delminio,28,0.96,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Moving to volcano with rex - Ark ep. 19,105,4.37,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,0.0,0.0
Gran España - Europa Universalis IV #25 || RETOQUES INTERNOS,83,1.25,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
It Was So Many Time Fighting - Ark Final Destroyer Memories,55,2.24,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,421.21875,0.0,0.0
Probando a Alistar LoL 18,62,1.48,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
Madlife Vs SirAlatriste | Who is better Thresh?,37,1.56,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,37.0
68ª partida League of Legends - TEAM GAINZ TRAINING 2.0,33,0.76,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Naval Action ep. 7 Defensa de Cartagena de Indias,237,3.93,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,421.21875,237.0,33.857142857142854
Campaña de las Cruzadas 2,36,1.85,0.3636363636363636,5.180945454545455,940.181818181818,2.268181818181818,149.0,0.0909090909090909,1145.3,0.0,0.0
Napoleón TW España 28 - Batalla de Milán,51,1.1,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Lol Highlights Today ep. 12 - Chop we will remember you,28,1.44,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,28.33333333333333,-28.0,0.0
La Conquista de Hispania #1 - IMPERIVM III MCI MOD,1458,5.93,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,327.9764705882353,364.5,729.0
LoL Team OTG Practice,82,1.31,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,0.0
Coalición Hispánica #26 - FINAL,46,1.96,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
El ejército que nunca se rendía - El último tercio. Homenaje a #31EneroTercios,47210,8.69,5.384615384615385,123.85656153846156,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,1145.3,1888.4,704.6268656716418
Tribus Cherokee #5 - Campaña cooperativa - Europa Universalis,80,1.37,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Napoleón TW España 34 - Batalla por Buda-Pest,219,3.19,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,73.0,0.0
READY FOR FIGHT - Ark ep. 22,283,3.44,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,283.0,141.5
Napoleón TW España 14 - Batalla de Cagliari,50,1.33,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
RAID TRIBU ALPHA - Ark ep. 25,7101,4.39,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,1014.4285714285714,789.0
Empire TW España Darthmod ep. 5,28,3.0,5.384615384615385,123.85656153846156,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,0.0
Gran España - Europa Universalis IV #14 || GUERRAS CATÓLICAS Y HEREJES,173,3.97,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Hooks 2023 SirAlatriste #shortslol #leagueoflegends,422,0.66,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,422.0,0.0
Isi y Viken - Random Highlights #4,67,4.18,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,2.392857142857143,0.0
REGALO A SIRGIO + VACALISTAR ft. Montzyzz - League of Legends,40,0.18,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Esparta #36 - Nuevo comienzo para Meroe,31,0.93,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,15.5
Lol Highlights Today ep. 15 - Teamplays,53,3.31,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,2.409090909090909,0.0
Napoleón TW España 48 - Batallas en Breslau,70,3.51,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,174.2,70.0,0.0
Pelea contra los P.C.B defendiendo a Black Dragon - Ark ep. 7,5108,2.91,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,182.42857142857144,300.47058823529414
Mejora de gráficos - Ark ep. 4,320,3.33,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,0.0,0.0
Gran Premio de Cataluña - F1 2016,97,1.67,0.0,2.45762,2259.0,1.192,55.8,0.0,421.21875,0.0,0.0
NEW GAME IN CHANNEL? Counter Strike Global Offensive [CSGO],36,0.31,0.0,0.2154,957.0,0.31,36.0,-1.0,327.9764705882353,-36.0,0.0
"""¡Granada enemiga!"" - Ark Raid",34,1.83,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,88.5,0.0,17.0
Wild Rift Road to Challenger - Kennen insane ultimate,232,3.97,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,116.0,116.0
Campaña de las cruzadas 10 - El jaque mate a Alejandría. Formamos ya parte del Nilo.,54,0.79,0.3636363636363636,5.180945454545455,940.181818181818,2.268181818181818,149.0,0.0909090909090909,1145.3,0.0,27.0
NICE BUG,27,0.48,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Naval Action ep. 6 Flota GOE vs NPC,89,2.41,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,421.21875,0.0,89.0
Napoleón TW España 32 - Batalla naval en el Egeo y un desastre,66,1.1,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,0.0,33.0
TEAM GAINZ FLEX QUEUE LEAGUE OF LEGENDS,52,0.0,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,52.0,0.0
Como se hace la cueva - Ark ep. 9,724,2.71,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,362.0,0.0
Base P.C.B y más - Ark ep.18,469,11.18,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,0.0,469.0
Naval Action ep. 22 Batalla naval de Jagua,357,9.33,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,88.5,0.0,178.5
Napoleón TW España 31 - Asedio de Estambul,55,0.95,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
LoL #70 - SPECIAL EDITION - XPEKE GAREEEN // GAMING HOUSE,89,0.97,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Una perfecta LoL 19,42,1.61,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
IMPERIUM 3 - Torneo de Campeones (Resumen) - Charla junto al Director de FX Interactive,311,3.74,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,327.9764705882353,0.0,0.0
Final server 108 matando P.C.B con Calum FD - Ark ep. 14,2944,4.63,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,736.0,588.8
¿Hasta donde llegarías por Roma? #4 - BATALLA NAVAL (33:14),41,1.91,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Napoleón TW España 20 - 2º saco de Roma,72,1.6,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,-72.0,0.0
La Conquista de Hispania #2 - IMPERIVM III MCI MOD,985,5.52,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,327.9764705882353,985.0,0.0
5 SKT Telecom plays - LoL in 2015,26,1.09,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,-26.0,0.0
PROMO Platino [Montzyzz] & Gold II [SirAlatriste] & Gold I [SirGio]- League of Legends Flex Queue,96,0.53,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Lol Hightlights Today ep. 7 - Here we come,29,1.57,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Taming Quetzal - Ark ep. 15,433,3.17,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,-433.0,0.0
¡Feliz día de los Tercios! #31EneroTercios,1008,2.68,1.8,1.76096,2288.6,2.1700000000000004,242.6,0.4,268.4634146341463,504.0,112.0
Napoleón TW España 44 - Batalla por Venecia,54,2.67,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,174.2,0.0,0.0
LoL Alistar best save,1374,3.2,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,458.0
"41ª partida League of Legends - Orianna support (30:38,37:47)",32,0.42,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,32.0
Una del egipcio LoL 20,34,0.0,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
Garen gameplay 1/5,27,1.39,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Una de agar.io con foris #2,153,0.0,0.25,2.59775,117.25,0.4325,83.5,0.0,1145.3,0.0,0.0
Empire TW España Darthmod ep. 12,29,1.24,5.384615384615385,123.85656153846156,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,0.0
PENTAKILL LoL 22,45,0.71,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,22.5
Teaser Thresh Montage #1 - Soon will rain plays,60,1.65,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Naval Action ep. 3 Mareando con la Surprise,474,3.01,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,244.6590909090909,474.0,0.0
Empire TW España Darthmod ep. 1 - Homenaje #31enerotercios,71,3.42,5.384615384615385,123.85656153846156,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,-71.0,0.0
Campaña de las Cruzadas 9 - Saqueo de Nicosia. Triple alianza. Victorias fundamentales en Ascalón,48,1.21,0.3636363636363636,5.180945454545455,940.181818181818,2.268181818181818,149.0,0.0909090909090909,1145.3,0.0,0.0
"Lol Clash ""Copa Flerjord - Day 2"" Game 1 - Team Gainz [OTG]",30,1.5,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Esparta #5 - Éfeso veni vidi vinci,53,1.45,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Tribus Cherokee #2 - Campaña cooperativa - EU4,217,2.4,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Gran España - Europa Universalis IV #2 || GUERRA EN ÁFRICA DEL NORTE,396,3.29,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,1145.3,0.0,0.0
Zr Mbaka was a Lee Sin god on LoL,370,0.76,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,370.0
Dr. Mundo vs Dr. Mundo contra Sirgio,27,0.31,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Esparta #2 - Batalla de Ierápetra [Sin micro],81,2.04,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
LoL orianna ultimate combo #shorts,1476,4.08,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,0.0
2 BOSS ARAÑA TEK TIER - Ark Final Destroyer memories,414,1.41,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,0.0,59.142857142857146
LoL Alistar combo perfect,975,4.9,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,487.5,0.0
Buen early Pantheon LoL 10,27,0.95,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
59ª partida League of Legends - ESPECIAL ARKANO,52,1.16,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Con el equipo LoL 2,28,1.18,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
CoD MW2 Headshots by ZrMbaka,465,1.63,3.142857142857143,2.9787,1025.2857142857142,2.447142857142857,313.57142857142856,4.285714285714286,1299.7551020408164,0.0,0.0
58ª partida League of Legends - Orianna vs Ahri,29,0.38,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Montzyzz Birthday #1 - STAR WARS BATTLEFRONT - Gaming House 2017 Memories,70,1.6,0.5714285714285714,1.499385714285714,934.1428571428572,0.8171428571428571,50.0,-0.1428571428571428,421.21875,0.0,0.0
Naval Action ep. 17 Pelusa vs Depredador,439,6.56,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,268.4634146341463,219.5,219.5
REGALO POR CUMPLEAÑOS + TEAM GAINZ MECHANICS,62,0.72,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Campaña de las cruzadas 5 - El desastre de Egipto,74,1.79,0.3636363636363636,5.180945454545455,940.181818181818,2.268181818181818,149.0,0.0909090909090909,1145.3,0.0,0.0
Raid RUDOLF GMHB - Ark ep. 27,221,2.93,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,221.0,110.5
Esparta #8 - La pena de Pesino o Armenia,36,1.25,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Thresh insane flash prediction #shorts #leagueoflegends,3751,1.41,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,1875.5,3751.0
Every's watching to your RYZE - FIRST TIME,44,2.99,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
"NOVEDADES IMPERIVM III - Resolución, Steam y otros avances... (2019)",12004,10.11,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,327.9764705882353,285.8095238095238,444.5925925925926
Bard utility support #leagueoflegends #shortslol,1308,2.77,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,0.0,1308.0
Lol Highlights Today ep. 14 - Plays ft. SirGio,42,3.8,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,2.625,0.0
"Campaña de las Cruzadas 4 - Formación de un gran ejército, jaque a la capital egipcia de El Cairo",482,5.01,0.3636363636363636,5.180945454545455,940.181818181818,2.268181818181818,149.0,0.0909090909090909,1145.3,0.0,0.0
Naval Action ep. 10 Clan FLEKI PVE,491,3.72,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,421.21875,163.66666666666666,245.5
v1.50 Imperivm HD para Steam [2019],1531,11.04,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,421.21875,80.57894736842105,117.76923076923076
2 VS 2 - SirAlatriste & Sirgio VS Zr Mbaka & Montzyzz,92,1.02,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Esparta # 11 [Parte 2] - Batalla de aguante,55,1.54,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,55.0
65ª partida League of Legends - LULU MID 2,33,0.32,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
FINAL DESTROYER back! - Ark ep. 21,310,3.07,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,0.0,51.66666666666666
"STAR WARS BATTLEFRONT #1 ||| ¡¡PUES ESO, ALLA VAMOS!! (15:20,16:08,17:55)",37,0.68,0.5714285714285714,1.499385714285714,934.1428571428572,0.8171428571428571,50.0,-0.1428571428571428,1145.3,0.0,37.0
STAR WARS BATTLEFRONT #4 - PARTIDAS MÁS DECENTES!,87,1.16,0.5714285714285714,1.499385714285714,934.1428571428572,0.8171428571428571,50.0,-0.1428571428571428,1145.3,0.0,0.0
COD Warzone Montage | ItzImperius,291,2.77,3.142857142857143,2.9787,1025.2857142857142,2.447142857142857,313.57142857142856,4.285714285714286,88.5,291.0,18.1875
Esparta #4 [Parte 1] - Alianzas defensivas,92,1.62,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,92.0,92.0
30ª partida League of Legends - Lulu free elo,27,3.33,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,27.0
Gran España - Europa Universalis IV #20 | GUERRA EN LA CISALPINA,94,2.8,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
57ª partida League of Legends - Better than aphromoo,32,2.21,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
23ª Coalición Hispánica - COOPERATIVO CON MANUTEZ2009,54,1.26,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Para VenomXtreme - AsaBranca lvl 213 killed P.C.B Argentavis - Ark ep. 13,1729,4.48,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,1729.0,1729.0
LoL Clash Aram Cup,1319,9.0,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,439.6666666666667,329.75
Shaco triplekill and Thresh support #shortslol #leagueoflegends,122,2.09,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,61.0,0.0
Napoleón TW España 42 - Batallas y asedios,38,1.12,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,174.2,0.0,38.0
thresh hook predict to annie #shorts #leagueoflegends,8049,2.64,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,4024.5,8049.0
Coalición Hispánica #24 | ANTEPENÚLTIMO VÍDEO... - COOPERATIVO CON MANUTEZ2009,56,1.15,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Naval Action ep. 4 Tras un americano en Cuba,970,4.06,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,244.6590909090909,0.0,970.0
"Esparta #9 - Lío con Ancira, a SirPedrote",33,1.49,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
PRÓXIMAMENTE - COMING SOON,31,2.05,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
LoL Highlights Today ep. 20 INSANE COMBO #lol #leagueoflegends #shortslol,1448,1.12,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,1448.0,0.0
Gran España - Europa Universalis IV #24 || MARROQUÍES A LA VISTA,140,2.35,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,140.0
League of Legends - FLEXING IN RANKED (20:50),43,1.05,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Napoleón TW España #2 - PRIMERAS REFORMAS,147,4.03,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,327.9764705882353,147.0,0.0
Gran España - Europa Universalis IV #28,57,0.4,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,57.0,0.0
Gran España - Europa Universalis IV #13 || GUERRAS EUROPEAS Y CUBA ESPAÑOLA,300,3.91,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,300.0
How to Varus Support like Keria T1 LoL Season 2023,25,1.01,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,25.0,0.0
Playerunknown's Battlegrounds #2 - ASEDIO EN RUINAS [PUBG],32,0.64,0.0,1.2259666666666666,1142.3333333333333,1.096666666666667,45.66666666666666,0.0,327.9764705882353,0.0,0.0
Tribus Cherokee #1 - Campaña cooperativa - EU4,369,3.98,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,73.8,0.0
Esparta #27 - Mi preciosa Palmira,25,0.65,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Ekko old big play #shortslol #leagueoflegends,46,2.33,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,0.0
Esparta #32 - Pérdidas en Amonios y Singidun,35,0.95,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Napoleón TW España 9 - Armando nuevos batallones,36,1.07,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,327.9764705882353,36.0,0.0
Gran España - Europa Universalis IV #15 || GUERRA CONTRA INGLESES Y COMPAÑÍA,233,2.13,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,77.66666666666667,233.0
